2025-08-24 22:54:19,000 - Model Hyperparameters:
2025-08-24 22:54:19,000 - train: ../Embedding/esm_train_ICIdentification.pkl
2025-08-24 22:54:19,000 - valid: ../Embedding/esm_valid_ICIdentification.pkl
2025-08-24 22:54:19,000 - test: ../Embedding/esm_test_ICIdentification.pkl
2025-08-24 22:54:19,000 - input_size: 1280
2025-08-24 22:54:19,000 - random_seed: 42
2025-08-24 22:54:19,000 - hidden_size: 256
2025-08-24 22:54:19,000 - num_layers: 1
2025-08-24 22:54:19,000 - batch_size: 64
2025-08-24 22:54:19,000 - num_epochs: 20
2025-08-24 22:54:19,000 - learning_rate: 5e-05
2025-08-24 22:54:19,000 - dropout: 0.3
2025-08-24 22:54:19,000 - bidirectional: True
2025-08-24 22:56:47,911 - Epoch 1: Train Loss = 0.0687 | Val MCC = 0.0000 | Precision = 0.0000 | Recall = 0.0000 | AUROC = 0.8678
2025-08-24 22:57:54,141 - Epoch 2: Train Loss = 0.0481 | Val MCC = 0.4493 | Precision = 0.7857 | Recall = 0.2619 | AUROC = 0.9094
2025-08-24 22:58:59,499 - Epoch 3: Train Loss = 0.0319 | Val MCC = 0.5699 | Precision = 0.7308 | Recall = 0.4524 | AUROC = 0.9151
2025-08-24 22:59:59,905 - Epoch 4: Train Loss = 0.0239 | Val MCC = 0.6071 | Precision = 0.8261 | Recall = 0.4524 | AUROC = 0.9162
2025-08-24 23:01:00,023 - Epoch 5: Train Loss = 0.0171 | Val MCC = 0.5939 | Precision = 0.7917 | Recall = 0.4524 | AUROC = 0.9162
2025-08-24 23:01:57,250 - Epoch 6: Train Loss = 0.0130 | Val MCC = 0.6441 | Precision = 0.8400 | Recall = 0.5000 | AUROC = 0.9193
2025-08-24 23:02:54,609 - Epoch 7: Train Loss = 0.0091 | Val MCC = 0.6212 | Precision = 0.8636 | Recall = 0.4524 | AUROC = 0.9280
2025-08-24 23:03:51,470 - Epoch 8: Train Loss = 0.0067 | Val MCC = 0.6607 | Precision = 0.7742 | Recall = 0.5714 | AUROC = 0.9268
2025-08-24 23:04:48,451 - Epoch 9: Train Loss = 0.0055 | Val MCC = 0.6021 | Precision = 0.8571 | Recall = 0.4286 | AUROC = 0.9262
2025-08-24 23:05:45,439 - Epoch 10: Train Loss = 0.0035 | Val MCC = 0.6312 | Precision = 0.8077 | Recall = 0.5000 | AUROC = 0.9266
2025-08-24 23:06:42,465 - Epoch 11: Train Loss = 0.0026 | Val MCC = 0.6312 | Precision = 0.8077 | Recall = 0.5000 | AUROC = 0.9235
2025-08-24 23:07:39,698 - Epoch 12: Train Loss = 0.0022 | Val MCC = 0.6148 | Precision = 0.7333 | Recall = 0.5238 | AUROC = 0.9309
2025-08-24 23:08:37,170 - Epoch 13: Train Loss = 0.0013 | Val MCC = 0.6371 | Precision = 0.7857 | Recall = 0.5238 | AUROC = 0.9248
2025-08-24 23:09:34,571 - Epoch 14: Train Loss = 0.0006 | Val MCC = 0.6257 | Precision = 0.7586 | Recall = 0.5238 | AUROC = 0.9246
2025-08-24 23:10:35,623 - Epoch 15: Train Loss = 0.0003 | Val MCC = 0.6190 | Precision = 0.7778 | Recall = 0.5000 | AUROC = 0.9264
2025-08-24 23:11:35,642 - Epoch 16: Train Loss = 0.0009 | Val MCC = 0.5966 | Precision = 0.7241 | Recall = 0.5000 | AUROC = 0.9189
2025-08-24 23:12:33,165 - Epoch 17: Train Loss = 0.0017 | Val MCC = 0.6075 | Precision = 0.7500 | Recall = 0.5000 | AUROC = 0.9230
2025-08-24 23:13:30,569 - Epoch 18: Train Loss = 0.0014 | Val MCC = 0.6223 | Precision = 0.7188 | Recall = 0.5476 | AUROC = 0.9221
2025-08-24 23:14:28,684 - Epoch 19: Train Loss = 0.0002 | Val MCC = 0.6312 | Precision = 0.8077 | Recall = 0.5000 | AUROC = 0.9245
2025-08-24 23:15:26,656 - Epoch 20: Train Loss = 0.0001 | Val MCC = 0.6312 | Precision = 0.8077 | Recall = 0.5000 | AUROC = 0.9239
2025-08-24 23:15:26,677 - Best model saved at ./model_2025-08-24_23-15-26.pth
2025-08-24 23:15:30,886 - 
Test Metrics:
2025-08-24 23:15:30,886 - MCC = 0.7806
2025-08-24 23:15:30,886 - Precision = 0.8966
2025-08-24 23:15:30,886 - Recall = 0.6842
2025-08-24 23:15:30,886 - AUROC = 0.9653
2025-08-24 23:15:30,886 - 
Detailed Test Predictions:
2025-08-24 23:15:30,886 - Sample 0: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,888 - Sample 45: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,888 - Sample 46: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,888 - Sample 47: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,888 - Sample 48: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,888 - Sample 49: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,888 - Sample 50: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,888 - Sample 51: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,888 - Sample 52: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,888 - Sample 53: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,888 - Sample 54: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,888 - Sample 55: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 56: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 57: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 58: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 59: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 60: Predicted Label = 0, Probability = 0.0000, True Label = 1.0
2025-08-24 23:15:30,889 - Sample 61: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 62: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 63: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 64: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 65: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 66: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 67: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 68: Predicted Label = 0, Probability = 0.0109, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 69: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 70: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 71: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 72: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 73: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 74: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 75: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 76: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 77: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 78: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 79: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 80: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,889 - Sample 81: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 82: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 83: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 84: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 85: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 86: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 87: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 88: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 89: Predicted Label = 0, Probability = 0.0055, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 90: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 91: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 92: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 93: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 94: Predicted Label = 0, Probability = 0.0001, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 95: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 96: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 97: Predicted Label = 0, Probability = 0.0002, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 98: Predicted Label = 0, Probability = 0.1165, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 99: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 100: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 101: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 102: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 103: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 104: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 105: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,890 - Sample 106: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 107: Predicted Label = 0, Probability = 0.0001, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 108: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 109: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 110: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 111: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 112: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 113: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 114: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 115: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 116: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 117: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 118: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 119: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 120: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 121: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 122: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 123: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 124: Predicted Label = 0, Probability = 0.0026, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 125: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 126: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 127: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 128: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 129: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 130: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 131: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 132: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,891 - Sample 133: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 134: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 135: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 136: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 137: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 138: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 139: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 140: Predicted Label = 1, Probability = 0.5339, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 141: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 142: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 143: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 144: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 145: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 146: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 147: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 148: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 149: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 150: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 151: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 152: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 153: Predicted Label = 0, Probability = 0.0001, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 154: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 155: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 156: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 157: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 158: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 159: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,892 - Sample 160: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 161: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 162: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 163: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 164: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 165: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 166: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 167: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 168: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 169: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 170: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 171: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 172: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 173: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 174: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 175: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 176: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 177: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 178: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 179: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 180: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 181: Predicted Label = 0, Probability = 0.0030, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 182: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 183: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 184: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
2025-08-24 23:15:30,893 - Sample 185: Predicted Label = 0, Probability = 0.0000, True Label = 0.0
